timestamp,err_x,err_y,dist_px,base_angle,camv_angle,dirV,dirH
1772320930.0462668,-0.14583333333333334,-0.528125,172.58621034138272,141,140,-13883.180554814131,119396.04655969677
1772320930.2236457,0.175,-0.309375,107.54068997360952,142,140,-13856.05244608816,119654.83206590512
1772320930.4093235,0.5291666666666667,-0.175,138.7984149765407,142,141,-13886.752112271664,119600.04971660557
1772320930.6808093,0.7916666666666666,0.1,192.67589366602144,142,142,-13838.772538283016,119567.3442178547
1772320930.8474216,0.8708333333333333,0.171875,216.1157097482735,142,143,-13775.979525729992,119500.46767374843
1772320931.0071998,0.6208333333333333,0.090625,151.79591562357663,143,143,-13863.57727210903,119569.46774519215
1772320931.1642346,0.2916666666666667,-0.078125,74.33034373659252,144,143,-13910.977658546015,119500.95528139209
1772320931.3284745,-0.23333333333333334,-0.384375,135.14806694880988,144,144,-13930.970995148153,119678.68656101852
1772320931.5042467,-0.5791666666666667,-0.59375,235.41665191740367,144,145,-13703.273863872282,118419.0853445362
1772320931.8900707,-0.75,-0.734375,296.0152023123137,144,146,-13521.123245030094,117456.66565894161
1772320932.0485058,-0.35,-0.65625,226.17692189964916,145,146,-13585.84444972537,118111.4906997526
1772320932.2293718,-0.14583333333333334,-0.490625,160.85397104206038,146,146,-13610.003134426064,118550.06296914532
1772320932.41431,0.2125,-0.253125,95.71833680126291,147,146,-13577.05364801211,118761.84941784276
1772320932.5784063,0.4791666666666667,-0.0625,116.72617529928752,147,147,-13589.764892080373,118752.90331910821
1772320932.7577784,0.7333333333333333,0.1125,179.64409258308496,147,148,-13498.402159620387,118677.2700728379
1772320932.933921,0.8416666666666667,0.146875,207.3957569479183,147,149,-13426.007317803143,118609.0990421049
1772320933.1007438,0.6458333333333334,0.115625,159.3549497191725,148,149,-13491.211928816278,118672.09224824222
1772320933.2620618,0.225,-0.125,67.20119046564577,149,149,-13535.149335082888,118540.3739989974
1772320933.4319892,-0.17083333333333334,-0.35,119.26860441876563,149,150,-13536.93250179992,118560.09518485058
1772320933.5987017,-0.675,-0.63125,258.93628559937287,149,151,-13181.133703717594,116764.63073683367
1772320934.0121572,-0.6833333333333333,-0.746875,289.85686122636463,149,152,-13098.304983429714,116276.12024781348
1772320934.188444,-0.35,-0.603125,210.48752932181043,150,152,-13170.311762018735,116945.6804726455
1772320934.3648932,-0.07083333333333333,-0.58125,186.77526602845464,151,152,-13174.544405189763,117133.09887026432
1772320934.5588005,0.275,-0.3,116.49892703368559,152,152,-13132.481040382103,117380.70675896884
1772320934.7577896,0.575,-0.040625,138.61096637712328,152,153,-13146.79506672061,117375.24998240535
1772320935.0536287,0.8791666666666667,0.20625,221.0814329607984,152,154,-12989.656574526547,117176.32196481554
1772320935.324142,0.9291666666666667,0.2375,235.5949914577982,152,155,-12946.015592656287,117116.12871146687
1772320935.512775,0.5125,0.025,123.25988804148737,153,155,-13071.990271705337,117149.28854934963
1772320935.680127,0.15,-0.20625,75.17978451685,154,155,-13084.702568031633,117054.96641365007
1772320935.8497157,-0.22916666666666666,-0.378125,132.9135057095403,154,156,-13064.813215732931,116877.88968657982
1772320936.0111005,-0.5083333333333333,-0.578125,221.60550534677608,154,157,-12894.093381236247,115830.20034432753
1772320936.183918,-0.525,-0.55,216.453228204155,155,157,-12901.03788633189,115869.45773903633
1772320936.3504245,-0.1375,-0.54375,177.1016657177453,156,157,-12914.97413226026,116166.84303824916
1772320936.5395243,0.19166666666666668,-0.296875,105.55093557141026,157,157,-12883.655022890582,116428.60674271989
1772320936.703591,0.5416666666666666,-0.028125,130.31116606031887,157,158,-12906.162282063087,116422.30090921035
1772320936.883907,0.7791666666666667,0.128125,191.44189719076647,157,159,-12801.15605018519,116329.12391428732
1772320937.171083,0.9166666666666666,0.23125,232.1120419107979,157,160,-12689.544338297213,116177.18653687133
1772320937.3514035,0.4041666666666667,-0.028125,97.41663102366043,158,160,-12806.422062041876,116133.29842643434
1772320937.5401373,0.14166666666666666,-0.1625,62.12889826803627,159,160,-12813.458525515405,116089.74414264948
1772320937.7175875,-0.3333333333333333,-0.4625,168.23792675850473,159,161,-12770.399282781678,115767.37700093504
1772320937.908938,-0.6333333333333333,-0.615625,248.82323042674292,159,162,-12576.830253768541,114752.0737114096
1772320938.0949833,-0.49583333333333335,-0.5625,215.77998053572995,160,162,-12618.42630638463,115006.70770635517
1772320938.270851,-0.0125,-0.453125,145.03103116229988,161,162,-12620.66964031737,115445.51996494878
1772320938.4527943,0.2375,-0.309375,114.23659658795863,162,162,-12605.76467429716,115550.28672900709
1772320938.6559036,0.5083333333333333,-0.115625,127.4872542648872,162,163,-12615.399295000805,115538.46193594881
1772320938.8385413,0.8125,0.1375,199.90247622278218,162,164,-12533.633360466503,115463.79097633169
1772320939.160067,0.9833333333333333,0.253125,249.51352668743232,162,165,-12389.488287486562,115263.5658159409
1772320939.3509247,0.32916666666666666,-0.0625,81.49233092751734,163,165,-12506.457848332717,115143.72075914663
1772320939.5689807,0.075,-0.21875,72.27724399837061,164,165,-12507.165930793462,115132.57607283264
